row_id,prob
0,0.4664457142353058
1,0.07381609827280045
2,0.3832143247127533
3,0.6882035732269287
4,0.8546349406242371
5,0.7184122204780579
6,0.8123289346694946
7,0.16441915929317474
8,0.5488616824150085
9,0.8041160702705383
10,0.7632954716682434
11,0.5337170362472534
12,0.5323623418807983
13,0.5543307662010193
14,0.0924924910068512
15,0.49911701679229736
16,0.6229961514472961
17,0.4446415901184082
18,0.8390700817108154
19,0.4222002923488617
20,0.2167021483182907
21,0.49012506008148193
22,0.7310467958450317
23,0.31473109126091003
24,0.16303125023841858
25,0.1468687802553177
26,0.16303125023841858
27,0.8328670859336853
28,0.9428670406341553
29,0.5880966186523438
30,0.3955496549606323
31,0.6549698114395142
32,0.5728379487991333
33,0.6014281511306763
34,0.04280610382556915
35,0.28712159395217896
36,0.940693736076355
37,0.8383044004440308
38,0.5094159245491028
39,0.7247597575187683
40,0.014163335785269737
41,0.485603928565979
42,0.32419660687446594
43,0.1896962970495224
44,0.5144127607345581
45,0.6130409836769104
46,0.44027042388916016
47,0.847519040107727
48,0.45016446709632874
49,0.37941864132881165
50,0.4082774817943573
51,0.3152265250682831
52,0.7642455101013184
53,0.7039834260940552
54,0.8729277849197388
55,0.603671133518219
56,0.7041613459587097
57,0.5131187438964844
58,0.6035676002502441
59,0.4798063039779663
60,0.5139412879943848
61,0.1440441608428955
62,0.3009248375892639
63,0.8860014081001282
64,0.4759996831417084
65,0.7609953284263611
66,0.6995877027511597
67,0.6123916506767273
68,0.4567909240722656
69,0.6351183652877808
70,0.29778018593788147
71,0.46822652220726013
72,0.700514018535614
73,0.6854304075241089
74,0.7462937831878662
75,0.12066294997930527
76,0.27306780219078064
77,0.7714308500289917
78,0.5833957195281982
79,0.6908390522003174
80,0.5936066508293152
81,0.6575954556465149
82,0.056363750249147415
83,0.7214176058769226
84,0.4534755349159241
85,0.4736376702785492
86,0.539894163608551
87,0.3253622353076935
88,0.6169402003288269
89,0.5846930742263794
90,0.4448661506175995
91,0.480081170797348
92,0.9053214192390442
93,0.4801475405693054
94,0.6404265761375427
95,0.7612102031707764
96,0.42832884192466736
97,0.7726631760597229
98,0.8973494172096252
99,0.6173626780509949
100,0.45009955763816833
101,0.41971075534820557
102,0.1514153629541397
103,0.5870413780212402
104,0.16553275287151337
105,0.32276055216789246
106,0.19126610457897186
107,0.47995761036872864
108,0.45788535475730896
109,0.6497591733932495
110,0.49380066990852356
111,0.31819844245910645
112,0.7348238229751587
113,0.5809401869773865
114,0.3506476879119873
115,0.25238338112831116
116,0.48157230019569397
117,0.8071552515029907
118,0.5431522727012634
119,0.06685969978570938
120,0.5979338884353638
121,0.46105965971946716
122,0.6132930517196655
123,0.6131787896156311
124,0.8234595656394958
125,0.7923376560211182
126,0.28740862011909485
127,0.49093228578567505
128,0.46712809801101685
129,0.05108841508626938
130,0.06169808655977249
131,0.07516337931156158
132,0.27213042974472046
133,0.9462822079658508
134,0.7290136814117432
135,0.7611187100410461
136,0.4870193302631378
137,0.7055160403251648
138,0.2655545175075531
